,salary,jobcity,gender,10percentage,10board,12percentage,12board,collegetier,degree,specialization,collegegpa,collegecitytier,collegestate,Tenure,Join_age,designations,Personality_ts
882,140000,New Delhi,m,76.0,State,63.0,State,2,Bachelors,CSE,83.0,0,Haryana,1,24,engineer,0.18182
883,380000,Bangalore,m,74.0,State,86.1,State,2,Masters,CSE,76.0,0,Andhra Pradesh,4,24,developer,-0.6069800000000001
884,200000,Bangalore,f,77.57,State,69.0,State,2,Bachelors,CSE,65.2,1,Karnataka,1,23,engineer,-0.43732
885,315000,Pune,m,74.0,State,71.0,State,2,Bachelors,CSE,59.6,1,Maharashtra,0,23,engineer,-0.32293999999999995
886,330000,Kolkata,m,78.0,State,72.0,State,2,Bachelors,ECE,73.4,0,Punjab,1,24,engineer,-0.35514
887,100000,Faridabad,m,51.2,State,74.0,State,1,Bachelors,CSE,67.8,0,Haryana,1,22,analyst,0.31623999999999997
889,215000,Jaipur,m,82.67,State,74.92,State,2,Bachelors,CSE,61.36,1,Rajasthan,2,23,engineer,0.9982599999999999
890,310000,Kolkata,m,75.0,State,61.7,State,2,Masters,CSE,79.0,0,West Bengal,5,27,developer,-0.2263
891,300000,Noida,f,61.4,State,62.8,State,2,Bachelors,CSE,69.98,0,Uttar Pradesh,1,22,executive,0.15168
892,200000,Greater Noida,m,69.4,State,63.0,State,2,Bachelors,ECE,61.0,0,Uttar Pradesh,1,24,engineer,-0.923154
893,400000,Bangalore,m,90.24,State,67.17,State,2,Bachelors,CSE,68.65,0,Karnataka,1,21,engineer,0.34336
894,300000,Kolkata,m,67.0,State,65.0,State,2,Bachelors,CSE,75.0,0,Uttar Pradesh,1,25,engineer,0.08380000000000001
895,480000,Kolkata,m,75.75,n/a,74.4,n/a,2,Bachelors,ECE,80.0,0,West Bengal,3,23,engineer,-0.45142
896,300000,Hyderabad,f,90.83,State,95.1,State,2,Bachelors,CE,84.01,0,Andhra Pradesh,2,23,engineer,-0.39412
897,465000,Gurgaon,f,70.0,n/a,68.83,n/a,2,Bachelors,CSE,69.1,0,Uttar Pradesh,3,22,developer,0.44865999999999995
898,270000,Noida,m,49.0,State,52.0,State,2,Bachelors,CSE,68.0,0,Uttar Pradesh,2,24,developer,-0.6278799999999998
899,320000,Bangalore,m,89.1,State,97.8,State,1,Bachelors,ECE,85.7,1,Telangana,1,23,engineer,-0.16448000000000002
900,300000,Noida ,f,73.6,State,67.4,State,2,Bachelors,ECE,72.0,0,Haryana,1,23,engineer,-0.24954
901,230000,Noida,m,52.0,State,65.0,State,2,Bachelors,CSE,67.68,0,Uttar Pradesh,1,25,engineer,-0.38065999999999994
902,300000,Chennai,f,81.0,State,70.0,State,2,Bachelors,CSE,68.0,0,Uttar Pradesh,1,22,engineer,0.31548
903,120000,Dehradun,m,83.0,State,73.0,State,2,Bachelors,CSE,62.0,0,Punjab,1,23,developer,0.18100000000000005
904,130000,Hyderabad,m,87.33,State,85.4,State,2,Bachelors,ECE,64.0,1,Telangana,2,23,others,-0.5702399999999997
905,440000,,m,83.1,State,87.1,State,2,Bachelors,CSE,68.75,1,Telangana,2,22,developer,-0.6625600000000003
906,325000,Mysore,f,86.4,State,85.4,State,2,Bachelors,CSE,77.0,1,Tamil Nadu,1,22,analyst,-0.28009999999999996
907,100000,Pune,m,63.0,n/a,80.0,n/a,2,Bachelors,ECE,50.0,1,Maharashtra,1,24,engineer,-0.18018
908,400000,BANGALORE,m,91.0,State,87.2,State,2,Bachelors,ECE,87.9,0,Uttar Pradesh,0,24,engineer,0.37890000000000007
909,400000,Bangalore,m,72.0,State,67.0,State,2,Bachelors,CSE,57.5,1,Karnataka,1,22,engineer,0.09286
910,340000,Hyderabad,f,88.34,State,71.0,State,2,Bachelors,EEE,90.44,0,Uttar Pradesh,1,24,engineer,0.32767999999999997
911,180000,Kolkata,m,68.4,State,69.4,State,2,Bachelors,ECE,76.0,1,West Bengal,1,23,engineer,-0.2631
912,240000,,m,91.67,State,74.2,State,2,Bachelors,ECE,63.8,0,Maharashtra,1,23,trainee,0.77888
913,330000,Hyderabad,m,77.4,State,88.1,State,2,Bachelors,CSE,65.61,1,Telangana,1,24,associate,0.009260000000000008
914,425000,Bangalore,m,87.3,State,94.2,State,2,Bachelors,ECE,79.51,1,Telangana,2,23,others,1.0042000000000002
915,400000,kolkata,f,74.0,n/a,61.0,n/a,2,Bachelors,CSE,65.0,1,West Bengal,3,23,analyst,-0.319314
916,190000,Pune,m,75.2,State,78.0,State,2,Masters,CSE,73.0,0,Madhya Pradesh,0,27,developer,-0.04902
917,120000,pune ,f,67.0,State,61.0,State,2,Bachelors,CSE,75.0,0,Chhattisgarh,1,24,developer,-0.52844
918,320000,Bangalore,m,84.0,State,76.0,State,2,Bachelors,CSE,76.0,1,West Bengal,1,24,engineer,0.54812
919,450000,Bangalore,f,48.8,State,48.8,n/a,2,Bachelors,CSE,72.5,1,Karnataka,1,25,engineer,0.7176600000000001
920,500000,Bangalore,m,75.38,State,72.0,State,2,Bachelors,ECE,68.75,1,Karnataka,3,22,others,-0.023379999999999956
921,445000,Calicut,m,84.0,n/a,71.0,n/a,2,Bachelors,CSE,65.0,0,Kerala,5,22,engineer,-0.18814000000000003
922,500000,bangalore,m,55.52,State,60.05,State,2,Bachelors,ECE,61.95,1,Karnataka,5,26,others,0.42386
923,205000,Gandhinagar,m,82.0,State,79.6,State,2,Bachelors,ECE,68.0,0,Gujarat,0,22,analyst,0.50526
924,170000,,m,70.0,State,70.0,State,2,Bachelors,CSE,70.0,0,Uttar Pradesh,1,21,engineer,0.7236999999999999
925,305000,LUCKNOW,m,78.6,State,80.0,State,2,Bachelors,EEE,69.29,0,Uttar Pradesh,1,21,manager,-0.7894
926,515000,,f,86.6,State,92.0,State,2,Bachelors,CSE,77.96,1,Telangana,4,21,associate,0.176
927,1300000,Dubai,m,80.0,State,90.0,State,2,Bachelors,CSE,71.8,1,Telangana,3,22,developer,0.920419999999998
928,390000,Hyderabad,m,87.5,State,96.5,State,2,Bachelors,ECE,79.1,0,Andhra Pradesh,3,22,developer,-0.21771400000000002
929,165000,BANGALORE,m,71.05,State,69.07,State,2,Bachelors,EEE,58.0,1,Telangana,1,23,others,-0.28157999999999983
930,430000,Hyderabad,f,81.0,State,89.0,State,2,Bachelors,CSE,77.24,1,Telangana,3,21,engineer,0.36476
931,630000,bengaluru,m,91.4,State,82.3,State,1,Bachelors,ECE,89.3,0,Punjab,1,23,analyst,-0.06336000000000003
932,85000,Ghaziabad,m,71.0,State,61.0,State,2,Bachelors,CSE,66.0,0,Uttar Pradesh,0,21,engineer,0.48694
933,330000,Chennai,m,85.0,State,81.0,State,2,Bachelors,CSE,76.7,1,West Bengal,1,22,engineer,1.05936
934,275000,Mumbai,f,75.6,n/a,77.0,n/a,2,Bachelors,ME,70.66,0,Uttar Pradesh,1,23,executive,0.7685199999999999
935,150000,,m,70.0,State,56.6,State,2,Bachelors,CSE,71.18,0,Madhya Pradesh,1,22,developer,-0.48288000000000003
936,210000,New Delhi,m,69.0,State,66.6,State,2,Bachelors,ECE,67.0,0,Uttar Pradesh,2,24,others,0.1741
937,300000,hyderabad,f,84.0,State,89.3,State,2,Bachelors,CSE,79.0,1,Telangana,0,22,others,1.0378600000000002
938,100000,,f,84.2,State,86.3,State,2,Bachelors,CSE,75.27,0,Andhra Pradesh,1,21,developer,-1.6663600000000003
939,365000,Trivandrum,m,87.8,n/a,85.4,n/a,2,Bachelors,ECE,69.3,0,Rajasthan,2,22,engineer,0.39705999999999997
940,305000,Mumbai,m,88.8,State,94.6,State,2,Bachelors,EEE,80.6,1,Telangana,1,21,engineer,-0.76644
941,450000,,m,84.0,State,83.0,State,2,Bachelors,CSE,74.5,1,Delhi,2,23,engineer,-0.141394
942,375000,Bangalore,m,90.4,State,65.0,State,2,Bachelors,EEE,80.3,1,Karnataka,2,23,engineer,-0.08175999999999999
943,1050000,MUMBAI,m,77.63,State,86.25,State,2,Bachelors,CSE,80.21,1,Tamil Nadu,5,21,manager,-0.18958000000000003
944,200000,,m,74.0,State,79.23,State,2,Bachelors,CSE,69.0,1,Rajasthan,1,22,engineer,-0.78428
945,320000,Bangalore,m,87.0,n/a,80.0,n/a,2,Bachelors,ECE,70.0,1,Karnataka,2,22,engineer,0.34016
946,120000,Faridabad,m,67.0,State,63.0,State,2,Bachelors,ME,62.9,0,Uttar Pradesh,0,23,engineer,0.30156599999999995
947,380000,Hyderabad,m,82.0,State,79.6,State,2,Bachelors,ME,64.8,0,Madhya Pradesh,1,22,engineer,0.12947999999999998
948,240000,Bangalore,m,86.0,n/a,84.0,n/a,2,Bachelors,ECE,72.0,0,Karnataka,1,25,engineer,-0.0232
949,350000,Bangalore,f,92.47,State,75.5,State,2,Bachelors,CSE,73.81,1,Karnataka,2,22,engineer,0.20415999999999998
950,405000,Hyderabad,m,93.0,State,97.0,State,2,Bachelors,CSE,77.8,0,Andhra Pradesh,3,22,engineer,-0.543234
951,505000,Chennai,m,86.8,State,84.75,State,2,Bachelors,EEE,80.0,0,Tamil Nadu,1,21,engineer,1.05804
952,325000,Bangalore,f,93.44,State,86.0,State,2,Bachelors,ECE,79.95,1,Karnataka,1,22,engineer,0.14666
953,200000,New Delhi,m,87.2,State,74.0,State,2,Bachelors,EEE,62.82,0,Punjab,1,22,others,0.19386
954,340000,Mumbai,m,84.8,n/a,89.2,n/a,2,Bachelors,ECE,72.0,0,Haryana,2,20,engineer,-0.17839999999999998
955,160000,Jaipur,m,68.33,State,77.54,State,2,Bachelors,ECE,71.82,1,Rajasthan,2,22,others,-0.25278
956,550000,bangalore,m,67.2,State,60.8,State,2,Bachelors,CSE,71.02,0,Chhattisgarh,2,24,engineer,-0.44584
957,335000,Bangalore,f,83.4,State,90.4,State,1,Bachelors,ECE,86.6,0,Kerala,2,22,engineer,-0.6041399999999999
958,420000,Mumbai,m,89.0,State,82.2,State,2,Bachelors,CSE,72.4,0,Tamil Nadu,1,21,engineer,0.63346
959,315000,,m,77.0,State,64.0,State,2,Bachelors,ECE,70.0,0,Uttar Pradesh,2,23,engineer,0.32726
960,400000,Mumbai,f,82.2,State,77.0,State,2,Bachelors,other,91.2,0,Andhra Pradesh,3,22,engineer,-0.5424340000000001
961,2000000,bangalore,m,79.16,n/a,77.4,n/a,2,Bachelors,CSE,62.4,0,Uttar Pradesh,3,25,engineer,-0.448554
962,310000,Ahmednagar,m,86.0,State,88.0,State,2,Bachelors,ME,77.75,0,Uttar Pradesh,1,22,trainee,0.38142000000000004
963,150000,Pune,m,72.0,State,67.0,State,2,Bachelors,EEE,59.8,1,Maharashtra,2,21,engineer,0.5126799999999999
964,300000,Bangalore,f,96.0,State,92.0,State,2,Bachelors,ECE,80.0,1,Tamil Nadu,2,25,engineer,-0.76622
965,335000,Hyderabad,m,85.33,State,89.7,State,2,Bachelors,CSE,74.3,1,Telangana,1,21,analyst,-0.22814000000000006
966,350000,Noida,m,76.8,n/a,67.2,n/a,2,Bachelors,CSE,60.08,0,Uttar Pradesh,2,23,others,0.02407999999999999
967,380000,kolkata,m,77.0,n/a,73.4,n/a,2,Bachelors,CSE,77.07,1,West Bengal,2,23,analyst,-0.9250339999999998
968,150000,Bangalore,m,60.0,State,55.0,State,2,Bachelors,ECE,52.0,1,Karnataka,1,23,engineer,-0.58284
969,330000,Bangalore,m,91.4,State,87.8,State,2,Bachelors,ECE,77.0,0,Jharkhand,0,23,engineer,-0.38162
970,350000,Nashik,m,87.4,State,81.2,State,2,Bachelors,ME,75.0,0,Maharashtra,2,23,engineer,0.27244000000000007
971,140000,New delhi,m,73.0,State,63.0,State,2,Bachelors,ECE,67.69,0,Haryana,2,23,engineer,-0.59964
972,515000,,m,84.8,State,84.6,State,2,Bachelors,CSE,80.8,1,Delhi,2,21,engineer,0.007940000000000013
973,200000,Chennai,f,78.0,n/a,80.0,n/a,2,Bachelors,CSE,78.0,0,Tamil Nadu,2,22,others,0.51472
974,230000,Hyderabad,m,73.0,State,83.0,State,2,Bachelors,CSE,64.0,1,Telangana,1,25,others,-0.19154
975,325000,,m,86.4,State,86.2,State,2,Bachelors,ECE,81.4,1,West Bengal,1,23,engineer,0.50482
976,350000,Gurgaon,m,85.4,State,67.8,State,2,Bachelors,CSE,82.67,0,Uttarakhand,1,22,engineer,-0.4430599999999999
977,105000,Bhopal,f,78.6,State,66.6,State,2,Bachelors,CSE,74.3,0,Madhya Pradesh,1,22,developer,-0.49016000000000004
978,275000,Bhubaneswar,m,80.42,State,65.16,State,2,Bachelors,CSE,74.0,0,Orissa,1,23,engineer,0.6517999999999999
979,260000,New Delhi,m,58.0,State,65.0,State,2,Bachelors,CSE,69.8,0,Uttar Pradesh,3,21,engineer,1.1456400000000002
980,300000,,m,84.5,State,74.0,State,2,Bachelors,ECE,79.8,1,West Bengal,1,23,engineer,0.26014
981,175000,Hyderabad,f,91.3,State,90.7,State,2,Bachelors,ECE,71.65,1,Telangana,1,22,analyst,0.31921999999999995
982,350000,Hyderabad,m,82.33,State,84.0,State,2,Bachelors,CSE,68.6,0,Andhra Pradesh,2,21,developer,0.3451000000000001
983,200000,,m,71.0,State,69.0,State,2,Bachelors,ECE,64.28,0,Uttar Pradesh,1,22,engineer,0.043359999999999975
984,275000,,f,78.0,n/a,53.0,n/a,2,Bachelors,CSE,65.0,0,Orissa,2,24,engineer,0.20591999999999996
985,395000,Hyderabad,f,83.3,State,80.1,State,2,Bachelors,CSE,63.5,1,Telangana,4,21,analyst,1.06068
986,520000,Hyderabad,m,78.25,State,74.6,State,2,Bachelors,CSE,78.6,1,West Bengal,2,21,others,0.17406000000000002
987,80000,Indore,m,81.0,State,61.0,State,2,Bachelors,CSE,67.5,0,Madhya Pradesh,1,23,developer,-0.03565999999999999
988,215000,Gurgaon,m,74.0,State,64.0,State,2,Bachelors,CSE,76.0,0,Uttar Pradesh,2,24,manager,-0.29739999999999994
989,275000,,f,95.52,State,94.33,State,2,Bachelors,CSE,83.63,1,Karnataka,1,22,others,0.30755999999999994
990,700000,Jaipur,m,87.4,State,74.0,State,1,Masters,other,72.79,0,Uttarakhand,1,22,manager,-0.42639999999999995
991,240000,,f,86.6,State,78.8,State,2,Bachelors,ECE,72.8,0,Karnataka,1,23,engineer,-0.50484
992,300000,Greater Noida,m,63.0,State,61.0,State,2,Bachelors,CSE,70.64,0,Uttar Pradesh,2,21,engineer,0.3476
993,340000,Pune,m,70.0,State,56.0,State,2,Bachelors,CSE,54.0,1,Maharashtra,1,25,developer,-0.29050000000000004
994,520000,Pune,f,87.86,State,74.67,State,2,Bachelors,ECE,62.33,1,Maharashtra,1,22,engineer,0.16190000000000002
995,300000,Bangalore,m,84.8,State,75.0,State,2,Bachelors,ME,61.8,1,Karnataka,2,22,manager,0.19333999999999998
996,325000,Bangalore,f,68.0,State,62.0,State,2,Bachelors,ECE,58.43,1,Karnataka,4,25,others,-0.40992000000000006
997,475000,Bellary,m,89.4,State,75.6,State,2,Bachelors,ME,82.53,1,Karnataka,1,23,manager,0.053759999999999995
998,570000,,m,60.0,State,71.0,State,1,Bachelors,ME,73.4,0,Punjab,5,24,manager,-0.21593999999999997
999,445000,Bangalore,m,63.0,State,62.0,State,2,Bachelors,CSE,79.0,1,Rajasthan,2,23,engineer,-0.22996000000000003
1000,205000,Chennai,f,94.7,State,94.7,State,2,Bachelors,ECE,67.0,1,Tamil Nadu,1,26,others,-0.08490000000000003
1001,340000,Noida,m,90.4,State,78.2,State,2,Bachelors,EIE,87.8,1,West Bengal,1,22,developer,0.5623199999999999
1002,240000,Gurgaon,f,83.0,State,74.0,State,2,Bachelors,CSE,67.0,0,Punjab,1,23,engineer,0.76166
1003,300000,Hyderabad,m,89.5,State,92.2,State,2,Bachelors,CSE,75.12,1,Telangana,2,22,engineer,0.36376
1004,510000,Bangalore,f,97.12,State,90.33,State,2,Bachelors,CSE,82.84,1,Karnataka,3,23,engineer,0.36191999999999996
1006,145000,NOIDA,m,68.2,State,60.0,State,2,Bachelors,CSE,72.23,0,Uttarakhand,1,23,others,-0.6254199999999999
1007,410000,,m,71.2,State,60.8,State,2,Bachelors,CSE,72.2,0,Madhya Pradesh,3,22,engineer,-0.8817340000000001
1008,315000,Pune,m,75.0,State,70.0,State,2,Bachelors,CSE,65.0,1,Rajasthan,0,24,engineer,0.5602799999999999
1009,450000,Bangalore,m,93.94,State,81.4,State,2,Bachelors,CSE,72.44,0,Kerala,3,22,engineer,-0.17060000000000003
1010,145000,,m,59.57,State,55.0,State,2,Masters,CSE,88.0,0,Punjab,2,19,others,-0.567
1011,335000,Chennai,f,86.3,State,71.8,State,2,Bachelors,ECE,86.3,0,Orissa,1,22,analyst,0.6311199999999999
1012,225000,Bangalore,m,71.0,State,62.0,State,2,Bachelors,ECE,70.0,0,Orissa,1,24,associate,-0.020299999999999995
1013,200000,Gurgaon,f,84.14,State,73.61,State,1,Bachelors,CSE,76.09,1,Delhi,1,24,analyst,-0.73238
1014,350000,Pune,m,80.53,State,80.5,State,2,Bachelors,CSE,58.61,0,Maharashtra,1,23,engineer,0.3465
1015,200000,Noida,m,73.0,State,64.0,State,2,Bachelors,EEE,61.0,0,Uttar Pradesh,1,23,engineer,0.05614
1016,325000,Ludhiana,m,81.9,State,72.0,State,2,Bachelors,CSE,71.9,0,Punjab,2,23,manager,-0.53162
1017,120000,New Delhi ,m,63.6,State,53.6,State,2,Bachelors,CSE,60.0,0,Uttar Pradesh,0,22,developer,0.6868799999999999
1018,500000,Hyderabad,m,72.5,n/a,72.4,n/a,2,Masters,CSE,77.43,0,Andhra Pradesh,4,25,engineer,0.5201
1019,385000,Mumbai,f,84.0,State,79.0,State,2,Bachelors,CSE,75.99,0,Uttar Pradesh,3,22,developer,0.13214
1020,320000,Pune,m,66.16,State,58.4,State,2,Bachelors,CSE,65.9,0,Uttar Pradesh,1,22,developer,0.37974
1021,360000,Bangalore,m,81.6,State,74.6,State,2,Bachelors,CSE,77.1,0,Karnataka,2,24,engineer,-0.09335999999999997
1022,120000,Hyderabad,f,59.0,State,69.0,State,2,Masters,CSE,74.0,0,Andhra Pradesh,1,24,developer,0.26584
1023,325000,,f,86.5,State,63.4,State,2,Bachelors,CSE,68.89,1,Delhi,0,24,engineer,-0.3282
1024,240000,Bangalore,m,68.0,State,61.0,State,2,Bachelors,CSE,55.0,0,Punjab,2,22,developer,0.9357599999999999
1025,110000,pune,m,72.0,State,60.0,State,2,Bachelors,ECE,62.5,0,Maharashtra,0,23,others,-0.1446
1026,300000,Gurgaon,f,72.0,State,60.0,State,2,Bachelors,CSE,72.5,0,Uttar Pradesh,0,22,analyst,0.77202
1027,220000,Hyderabad,f,83.5,State,83.8,State,2,Bachelors,CSE,71.7,1,Telangana,1,22,others,0.25232
1028,415000,Bangalore,m,79.86,State,78.86,State,2,Bachelors,CSE,74.44,0,Karnataka,2,23,engineer,0.05826000000000001
1029,300000,Coimbatore,f,93.5,n/a,95.3,n/a,2,Bachelors,CSE,92.3,0,Tamil Nadu,2,23,developer,-0.03239399999999999
1030,300000,Muzaffarnagar,m,62.5,State,68.0,State,2,Bachelors,EEE,74.0,0,Uttar Pradesh,4,21,engineer,-0.24820000000000003
1031,345000,Gurgaon,m,74.8,State,68.0,State,2,Bachelors,CSE,69.0,0,Sikkim,0,23,developer,0.005279999999999996
1032,515000,Mumbai,f,84.0,n/a,86.0,n/a,2,Bachelors,CSE,64.0,1,Maharashtra,4,22,senior,-0.80686
1033,120000,,m,57.0,State,64.0,State,2,Bachelors,ECE,65.8,0,Uttar Pradesh,1,25,associate,-0.15739999999999998
1034,400000,Pune ,m,73.2,State,72.0,State,2,Bachelors,ECE,82.5,0,West Bengal,1,22,engineer,-0.07468
1035,860000,bangalore,m,60.0,n/a,76.44,n/a,2,Bachelors,CSE,71.22,0,Madhya Pradesh,5,23,others,0.14736000000000002
1036,100000,BHOPAL,m,71.4,n/a,78.66,n/a,2,Bachelors,CSE,68.0,0,Madhya Pradesh,3,23,executive,-0.08743999999999998
1037,520000,Gurgoan,m,69.5,State,64.4,State,2,Masters,CSE,68.0,0,Sikkim,3,20,others,0.211266
1038,800000,New Delhi,m,70.2,n/a,75.6,n/a,1,Bachelors,CSE,68.93,1,Delhi,5,23,analyst,-0.7597
1039,325000,Chennai,f,61.0,State,61.0,State,2,Bachelors,CSE,75.0,1,Telangana,0,23,engineer,-0.02098
1040,480000,Pune,m,80.93,State,79.83,State,2,Bachelors,CSE,61.93,0,Maharashtra,2,23,developer,0.32926
1041,320000,Bangalore,f,82.7,State,91.0,State,2,Bachelors,CSE,73.0,0,Andhra Pradesh,1,22,engineer,0.37979999999999997
1042,145000,Gagret,m,82.3,State,73.2,State,2,Bachelors,ME,71.1,0,Punjab,0,22,engineer,-0.95272
1043,360000,Bangalore,m,79.29,State,68.67,State,2,Bachelors,CSE,76.0,0,Tamil Nadu,1,23,developer,0.5264200000000001
1044,500000,Bangalore,m,90.4,n/a,97.5,n/a,2,Bachelors,ECE,87.1,0,Tamil Nadu,3,22,developer,0.41322599999999976
1045,400000,New Delhi,m,80.6,State,80.7,State,2,Bachelors,ECE,72.5,0,Uttar Pradesh,1,23,analyst,0.60696
1046,300000,Chennai,m,81.5,State,72.0,State,2,Bachelors,EEE,75.1,1,West Bengal,2,21,engineer,-0.55946
1047,400000,Noida,m,90.4,State,82.6,State,2,Bachelors,CSE,75.8,0,Uttar Pradesh,1,23,developer,-0.5722999999999999
1048,200000,"Indirapuram, Ghaziabad",m,84.0,State,77.4,State,2,Bachelors,EIE,72.3,0,Uttar Pradesh,1,22,others,0.37681999999999993
1049,800000,Bangalore,f,93.0,State,88.0,State,2,Bachelors,CSE,81.9,0,Jharkhand,1,21,engineer,-0.6297
1050,145000,Coimbatore,m,83.0,n/a,76.0,n/a,2,Masters,CSE,77.0,0,Tamil Nadu,2,25,developer,-0.19463999999999995
1051,180000,Noida,m,72.0,n/a,71.6,n/a,2,Bachelors,CSE,62.0,0,Uttar Pradesh,2,21,others,-0.004999999999999982
1052,370000,Noida,f,86.6,State,84.6,State,2,Bachelors,CSE,76.08,1,Delhi,1,23,engineer,-0.87774
1053,350000,Chennai,m,79.0,State,74.0,State,1,Bachelors,CSE,80.0,1,Delhi,1,23,analyst,0.35258
1054,235000,Mumbai,m,62.34,State,62.26,State,2,Bachelors,CSE,58.35,1,Maharashtra,1,23,others,0.8434800000000001
1055,500000,Bangalore,m,83.68,State,84.5,State,2,Bachelors,CSE,72.3,1,Karnataka,1,21,developer,-1.0500800000000001
1056,300000,Bangalore,m,72.0,State,61.0,State,2,Bachelors,ECE,66.5,1,Karnataka,1,22,engineer,-0.19127999999999998
1057,125000,New Delhi,m,70.66,State,69.84,State,2,Bachelors,CSE,69.0,0,Uttar Pradesh,1,22,developer,-0.4839399999999999
1058,500000,Navi Mumbai,m,76.0,State,78.13,State,2,Bachelors,CSE,55.7,0,Maharashtra,2,23,engineer,0.09176000000000005
1059,325000,Bangalore,m,60.1,State,66.4,State,1,Bachelors,CSE,65.22,0,Uttar Pradesh,1,23,engineer,1.04098
1060,50000,Nagpur,f,77.38,State,60.83,State,2,Bachelors,CSE,61.0,0,Maharashtra,1,21,engineer,0.06698
1061,300000,Kolkata,m,88.4,n/a,91.5,n/a,1,Bachelors,ECE,75.2,0,West Bengal,2,22,analyst,0.12022000000000002
1062,150000,Bangalore,m,77.7,State,77.0,State,2,Bachelors,ME,67.32,0,Karnataka,1,22,engineer,0.35252
1063,240000,,m,88.8,State,84.3,State,2,Bachelors,CSE,83.0,0,Uttar Pradesh,1,22,developer,0.09146000000000001
1064,250000,New Delhi,m,49.0,n/a,54.0,n/a,2,Masters,CSE,71.0,0,Uttar Pradesh,3,24,developer,0.14440000000000003
1066,300000,Bangalore,m,82.0,n/a,65.0,State,2,Masters,CSE,66.39,0,Punjab,0,24,engineer,0.11222000000000003
1067,335000,chennai,m,85.0,State,88.3,State,2,Bachelors,ECE,75.52,1,Telangana,1,22,engineer,-0.513
1068,300000,Chennai,m,81.0,State,81.0,State,2,Bachelors,ECE,78.0,0,Punjab,0,23,analyst,0.07753999999999998
1069,110000,Gwalior,m,69.0,State,51.3,State,2,Bachelors,CSE,72.0,0,Madhya Pradesh,1,27,developer,-0.29928000000000005
1070,470000,Pune,m,87.2,n/a,83.0,n/a,2,Bachelors,ME,63.0,1,Maharashtra,4,23,others,-1.5352800000000002
1071,330000,,m,94.43,State,65.2,State,1,Bachelors,CSE,61.2,0,Orissa,1,22,engineer,0.36920000000000003
1072,400000,Pune,m,85.53,State,86.0,State,2,Bachelors,CSE,63.77,0,Maharashtra,1,22,others,-0.59342
1073,350000,Chennai ,m,88.09,State,95.6,State,2,Bachelors,ECE,75.6,1,Tamil Nadu,2,23,analyst,-0.08593400000000002
1074,305000,Pune,m,73.33,State,57.67,State,1,Bachelors,ECE,55.55,1,Maharashtra,3,23,analyst,-0.07604
1075,350000,Pune,m,84.8,State,84.0,State,2,Bachelors,CSE,73.66,0,Madhya Pradesh,3,21,analyst,0.15196000000000004
1076,315000,Noida,m,78.0,State,84.0,State,2,Bachelors,CSE,85.78,1,Tamil Nadu,1,22,engineer,0.0911
1077,330000,Mumbai,m,76.0,State,70.0,State,2,Bachelors,CSE,68.0,0,Uttar Pradesh,1,23,engineer,0.10725999999999995
1078,150000,Bangalore,m,83.33,State,81.4,State,2,Bachelors,ECE,61.92,0,Tamil Nadu,0,23,executive,-0.06577999999999996
1079,180000,Visakhapatnam,m,76.7,State,90.1,State,2,Bachelors,CSE,78.0,0,Andhra Pradesh,2,22,engineer,-0.07612
1080,350000,Chandigarh,f,74.2,State,65.6,State,2,Bachelors,CSE,68.66,0,Haryana,2,22,engineer,-0.6691
1081,105000,New Delhi,m,73.0,State,59.0,State,2,Bachelors,CSE,59.0,0,Uttar Pradesh,0,23,developer,-1.6522599999999996
1082,180000,bangalore,m,65.6,State,63.2,State,2,Bachelors,CSE,75.9,0,Chhattisgarh,0,22,others,0.5057400000000001
1083,400000,New Delhi,f,70.0,State,50.0,State,2,Bachelors,ECE,75.84,0,Haryana,3,29,others,0.011759999999999948
1084,300000,Pune,m,85.73,State,70.0,State,2,Bachelors,CSE,56.5,0,Maharashtra,1,23,executive,0.95928
1085,600000,,m,82.0,State,91.5,State,2,Bachelors,ECE,81.0,1,Tamil Nadu,2,23,senior,-0.21755999999999998
1086,210000,Hyderabad,m,72.4,State,67.9,State,2,Masters,CSE,80.0,1,Telangana,2,25,analyst,0.18804599999999977
1087,310000,Noida,f,89.0,State,78.0,State,2,Bachelors,CSE,73.14,0,Uttar Pradesh,2,23,analyst,0.31800600000000007
1088,450000,Gurgaon ,m,67.7,State,56.3,State,2,Bachelors,CSE,81.7,0,Orissa,2,23,engineer,-0.54886
1089,225000,Noida,f,84.0,n/a,68.0,n/a,2,Bachelors,ECE,60.0,0,Uttar Pradesh,3,22,consultant,-0.21795400000000004
1090,280000,Pune,m,79.78,State,64.0,State,2,Bachelors,ECE,56.43,1,Maharashtra,1,22,engineer,0.17708
1091,520000,Chennai,f,87.0,n/a,89.0,n/a,2,Bachelors,CSE,86.4,0,Tamil Nadu,4,21,others,-0.4368
1092,350000,,m,88.0,State,75.0,State,2,Bachelors,CSE,70.0,1,Karnataka,1,23,analyst,-0.46884
1093,320000,Noida,m,74.0,State,73.0,State,2,Bachelors,ECE,65.95,0,Uttar Pradesh,0,23,engineer,0.8135600000000001
1094,325000,,m,76.0,State,67.0,State,2,Bachelors,ECE,64.0,1,Karnataka,2,22,engineer,1.19332
1095,120000,Greater Noida,m,72.0,State,59.9,State,2,Bachelors,CSE,63.0,0,Uttar Pradesh,1,22,engineer,0.55398
1096,350000,Dhanbad,m,78.0,State,55.0,State,2,Bachelors,ME,74.0,1,Tamil Nadu,2,22,engineer,-0.91386
